ROW_NUM,NUMBER_RECORDS,LINK,SPEC_LOCALITY,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS,GENUS,SPECIES,COLLECTORS,YEAR_COLLECTED,MONTH_COLLECTED,DAY_COLLECTED,AGE,EAR_FROM_NOTCH,EAR_LENGTH_MM,HIND_FOOT_WITH_CLAW,HIND_FOOT_W_CLAW_MM,SEX,TAIL_LENGTH,TAIL_LENGTH_MM,TOTAL_LENGTH,TOTAL_LENGTH_MM,WEIGHT,MASS_G
823,1,https://arctos.database.museum/search.cfm?collection_object_id=27104634,"Mt. Rainier National Park; Ohanapecosh, Mount Rainier National Park",46.7383,-121.5656,1461,Erethizon,Erethizon dorsatum,,,,,,35 mm,35,95 mm,95,male,210 mm,210,850 mm,850,8.25 kg,8250
634,1,https://arctos.database.museum/search.cfm?collection_object_id=11006,"Great Kobuk Sand Dunes, Ambler River Quad, Kobuk Valley National Park",67.045,-158.8238889,,Erethizon,Erethizon dorsatum,,1973,9,17,,35 mm,35,96 mm,96,male,115 mm,115,713 mm,713,8.2 kg,8200
602,1,https://arctos.database.museum/search.cfm?collection_object_id=22656732,Fern Mine Road,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1958,7,2,,,,,,male,,,,,8.2 kg,8200
280,1,https://arctos.database.museum/search.cfm?collection_object_id=28554818,Albuquerque,35.084491,-106.651137,23005,Erethizon,Erethizon dorsatum,,2017,5,,,26 mm,26,113 mm,11,male,275 mm,275,815 mm,815,8.1 kg,8100
1215,1,https://arctos.database.museum/search.cfm?collection_object_id=32309801,Within 100 meters of San Antonio Arroyo,35.13842,-106.69557,100,Erethizon,Erethizon dorsatum,Bosque School,2022,12,9,,27 mm,27,110 mm,11,male,250 mm,250,790 mm,790,8.05 kg,8005
718,1,https://arctos.database.museum/search.cfm?collection_object_id=32377707,Knickerbocker Ranch,31.266555,-100.623154,301,Erethizon,Erethizon dorsatum,unknown,2022,1,18,,25 mm,25,115 mm,11,male,220 mm,220,820 mm,820,8 kg,8000
977,1,https://arctos.database.museum/search.cfm?collection_object_id=31661743,Phelps,,,,Erethizon,Erethizon dorsatum,Robert W. Nero,1948,1,2,,,,,,male,,,,,8 kg,8000
706,1,https://arctos.database.museum/search.cfm?collection_object_id=27833222,"Juneau, Juneau Quad",58.301,-134.422,10000,Erethizon,Erethizon dorsatum,"Alaska Department of Fish and Game, Karen Blejwas",2012,,,,32 mm,32,99 mm,99,male,235 mm,235,790 mm,790,7.8 kg,7800
776,1,https://arctos.database.museum/search.cfm?collection_object_id=22500807,Matanuska Valley,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,8,12,,,,,,male,,,,,7.5 kg,7500
1084,1,https://arctos.database.museum/search.cfm?collection_object_id=263943,"S of headwater lake of Crescent Creek, Eagle Quad, Yukon-Charley Rivers National Preserve",64.81166667,-143.7671667,1609,Erethizon,Erethizon dorsatum,"Heikki Henttonen, Jukka Niemimaa, Lourdes B. Barrelli",2001,7,17,,1.6 cm,16,8.4 cm,84,male,16.50 cm,165,25.5 cm,255,7.3 kg,7300
383,1,https://arctos.database.museum/search.cfm?collection_object_id=28818735,"Breckenridge, 51 Discovery Road",39.496018,-106.058071,75,Erethizon,Erethizon dorsatum,Greenwood Wildlife Rehabilitation Center,2019,1,10,,26 mm,26,212 mm,21,male,277 mm,277,853 mm,853,7.06 kg,7006
822,1,https://arctos.database.museum/search.cfm?collection_object_id=27045085,Mt. Rainier National Park; Hwy 410; 8 mi N,47.07994,-121.58252,13,Erethizon,Erethizon dorsatum,,1976,8,21,,30 mm,30,101 mm,10,male,229 mm,229,683 mm,683,7.0 kg,7000
123,1,https://arctos.database.museum/search.cfm?collection_object_id=28821691,2.5 mi W (by road) jct FM 2288 on US 67,31.40937231,-100.5511858,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2015,4,17,,21 mm,21,100 mm,10,male,180 mm,180,720 mm,720,7 kg,7000
234,1,https://arctos.database.museum/search.cfm?collection_object_id=28842501,7.6 mi N and 1.6 mi E Eldorado on Hwy 277,30.965364,100.577019,,Erethizon,Erethizon dorsatum,"John M. Tomecek, Krysta D. Demere",2015,11,30,,29 mm,29,90 mm,90,male,183 mm,183,722 mm,722,6.81 kg,6810
183,1,https://arctos.database.museum/search.cfm?collection_object_id=21754133,"43.1 mile Steese Highway, Fairbanks Quad",68.868667,-147.672531,200,Erethizon,Erethizon dorsatum,Link E. Olson,2010,4,28,,29 mm,29,94 mm,94,male,162 mm,162,680 mm,680,6.6 kg,6600
437,1,https://arctos.database.museum/search.cfm?collection_object_id=28700514,"Christoval, Hwy 277 at South Concho River",31.18833,100.50199,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2008,10,19,,37 mm,37,105 mm,10,male,230 mm,230,730 mm,730,6.4 kg,6400
614,1,https://arctos.database.museum/search.cfm?collection_object_id=37841,"Fish River; 1 mi above Aggie Creek, Solomon Quad",,,,Erethizon,Erethizon dorsatum,John J. Burns,1966,7,18,,30 mm,30,84 mm,84,male,175 mm,175,589 mm,589,6.4 kg,6400
277,1,https://arctos.database.museum/search.cfm?collection_object_id=2647921,"Alaska Zoo, Anchorage",,,,Erethizon,Erethizon dorsatum,Alaska Zoo,2004,7,12,,2 cm,20,10 cm,100,male,20 cm,200,67 cm,670,6.4 kg,6400
212,1,https://arctos.database.museum/search.cfm?collection_object_id=28819984,"5 mi S, 22 mi W Carlsbad",32.217888,-104.6282987,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2003,10,5,,27 mm,27,102 mm,10,male,165 mm,165,335 mm,335,6 kg,6000
329,1,https://arctos.database.museum/search.cfm?collection_object_id=31661267,"Ball Road, quarter mile west of ""junction"" with Sandhill's gravel road",,,,Erethizon,Erethizon dorsatum,Richard P. Thiel,1999,4,26,,28 mm,28,93 mm,93,male,170 mm,170,725 mm,725,6 kg,6000
412,1,https://arctos.database.museum/search.cfm?collection_object_id=27039043,"Carrizozo; lava field, 0.25 mi E; 3 mi W",,,,Erethizon,Erethizon dorsatum,Harold E. Broadbooks,1970,7,1,,,,93 mm,93,male,200 mm,200,,,5.9 kg,5900
838,1,https://arctos.database.museum/search.cfm?collection_object_id=29045640,"Near Co. Road 273 Maryreal, TX",32.1955107,-100.5463308,,Erethizon,Erethizon dorsatum,,2018,1,16,,25 mm,25,90 mm,90,male,240 mm,240,740 mm,740,5.9 kg,5900
552,1,https://arctos.database.museum/search.cfm?collection_object_id=22656710,Denali Rd beyond McLaren; 11 miles beyond second bridge,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1958,6,23,,,,,,male,,,,,5.6 kg,5600
581,1,https://arctos.database.museum/search.cfm?collection_object_id=30160708,East of Blogs Camp on TX 166,30.546252,-104.130578,,Erethizon,Erethizon dorsatum,Robert E. Martin,2018,8,24,,28 mm,28,85 mm,85,male,145 mm,145,670 mm,670,5.3 kg,5300
939,1,https://arctos.database.museum/search.cfm?collection_object_id=30332311,No Specific Locality Recorded.,,,,Erethizon,Erethizon dorsatum,Kurt Egan Galbreath,2017,4,2,,35 mm,35,180 mm,18,male,165 mm,165,730 mm,730,5 kg,5000
553,1,https://arctos.database.museum/search.cfm?collection_object_id=22656712,Denali Rd beyond McLaren; 11 miles beyond second bridge,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1958,6,23,,,,,,male,,,,,5 kg,5000
670,1,https://arctos.database.museum/search.cfm?collection_object_id=29045877,"Hwy 208, 20 mi N San Angelo",31.74029,-100.4333,,Erethizon,Erethizon dorsatum,Megan N. Dory,2015,11,9,,29 mm,29,86 mm,86,male,193 mm,193,670 mm,670,4.875 kg,4875
293,1,https://arctos.database.museum/search.cfm?collection_object_id=28758582,"Albuquerque, in bosque, south of Montano bridge",35.13987,-106.68521,9,Erethizon,Erethizon dorsatum,"Bosque Ecosystem Monitoring Program, Katie Elder",2015,2,11,,28 mm,28,91 mm,91,male,185 mm,185,759 mm,759,4.75 kg,4750
162,1,https://arctos.database.museum/search.cfm?collection_object_id=44566,"39.5 mile Denali Highway, 2 mI E Maclaren River, Mt. Hayes Quad",,,,Erethizon,Erethizon dorsatum,Christopher J. Conroy,1997,5,30,,36 mm,36,97 mm,97,male,135 mm,135,628 mm,628,4.7 kg,4700
460,1,https://arctos.database.museum/search.cfm?collection_object_id=29937834,Country Club Road,31.38451,-100.44406,,Erethizon,Erethizon dorsatum,John W. Dorsett,2019,11,15,,25 mm,25,81 mm,81,male,148 mm,148,660 mm,660,4.7 kg,4700
821,1,https://arctos.database.museum/search.cfm?collection_object_id=27114884,Mt. Rainier; Crystal Mtn. Ski Area parking lot,46.9366,-121.4738,,Erethizon,Erethizon dorsatum,Andria Smith,2011,6,,,30 mm,30,79 mm,79,male,138 mm,138,555 mm,555,4.60 kg,4600
411,1,https://arctos.database.museum/search.cfm?collection_object_id=29045880,"Carla's house, 31.35723, -100.10226, elev 1864 ft",31.35723,-100.10226,,Erethizon,Erethizon dorsatum,Carla E. Ebeling,2017,10,25,,23 mm,23,75 mm,75,male,163 mm,163,560 mm,560,4.5 kg,4500
289,1,https://arctos.database.museum/search.cfm?collection_object_id=28372829,"Albuquerque BioPark Zoo, Albuquerque",35.078382,-106.663485,500,Erethizon,Erethizon dorsatum,Gwen A. Dragoo,2019,1,4,,24 mm,24,99 mm,99,male,175 mm,175,698 mm,698,4.3 kg,4300
1110,1,https://arctos.database.museum/search.cfm?collection_object_id=21754177,"Steese Highway, Livengood Quad",65.10635,-147.46736,4,Erethizon,Erethizon dorsatum,Nicholas J. Kerhoulas,2010,5,9,,28 mm,28,96 mm,96,male,113 mm,113,686 mm,686,3.6 kg,3600
199,1,https://arctos.database.museum/search.cfm?collection_object_id=32377470,500 block of houses on Camino de Lucia in the city of Corrales,35.24178958,-106.5934788,200,Erethizon,Erethizon dorsatum,"Wildlife Rescue, Inc. of New Mexico",2022,9,6,,2.1 cm,21,72 cm,720,male,16.5 cm,165,51.5 cm,510,3.3 kg,3300
281,1,https://arctos.database.museum/search.cfm?collection_object_id=21837540,Albuquerque,35.1175461,-106.6101761,12926,Erethizon,Erethizon dorsatum,New Mexico Wildlife Center,2009,11,30,,,,106 mm,10,male,65 mm,65 ,570 mm,570,3.2 kg,3200
562,1,https://arctos.database.museum/search.cfm?collection_object_id=28823156,"Devils River State Natural Area, Big Satan Unit, Jaguarundi Flats",29.741172,-100.9487104,,Erethizon,Erethizon dorsatum,Clint N. Morgan,2013,8,12,,15 mm,15,70 mm,70,male,140 mm,140,540 mm,540,3 kg,3000
587,1,https://arctos.database.museum/search.cfm?collection_object_id=21833905,"Eielson Air Force Base, Fairbanks Quad",64.66794444,-147.0854722,4828,Erethizon,Erethizon dorsatum,Jack J. Withrow,2009,,,,34 mm,34,102 mm,10,male,201 mm,201,704 mm,704,23.5 kg,23500
882,1,https://arctos.database.museum/search.cfm?collection_object_id=28700073,No specific locality recorded.,31.326497,-99.863962,43990,Erethizon,Erethizon dorsatum,Wesley A. Brashear,,,,,,,,,male,,,,,2.8 kg,2800
837,1,https://arctos.database.museum/search.cfm?collection_object_id=22707462,"Near Cleary Summit., Livengood Quad",65.046957,-147.434687,2000,Erethizon,Erethizon dorsatum,Jack J. Withrow,2009,10,3,,32 mm,32,105 mm,10,male,190 mm,190,745 mm,745,18.5 kg,1850
341,1,https://arctos.database.museum/search.cfm?collection_object_id=27101613,"Bellevue; ~2755 Northrup Way, near NW corner of 520 and 405 cloverleaf",47.61251,-122.10938,13,Erethizon,Erethizon dorsatum,,,,,,34 mm,34,120 mm,12,male,161 mm,161,720 mm,720,11.7 kg,11700
1002,1,https://arctos.database.museum/search.cfm?collection_object_id=27101616,"Redmond; 20021 NE 39th; 1.5 mi S, 2.5 mi E; T25N R6E Sec 17",47.6551,-122.0621,2749,Erethizon,Erethizon dorsatum,,1991,9,20,,35 mm,35,105 mm,10,male,283 mm,283,884 mm,884,11.02 kg,11020
382,1,https://arctos.database.museum/search.cfm?collection_object_id=25800089,"Breckenridge, 286 Preston Way",39.516809,-106.038759,260,Erethizon,Erethizon dorsatum,Greenwood Wildlife Rehabilitation Center,2014,4,17,,35 mm,35,107 mm,10,male,280 mm,280,760 mm,760,10.28 kg,10280
1059,1,https://arctos.database.museum/search.cfm?collection_object_id=27066468,"Seattle, Woodland Park Zoo",47.66842757,-122.3508773,357,Erethizon,Erethizon dorsatum,Woodland Park Zoo,2011,1,10,18Y (est),39 mm,39,109 mm,10,male,186 mm,186,853 mm,853,10.16 kg,10160
351,1,https://arctos.database.museum/search.cfm?collection_object_id=30332332,Between sand river and whitefish river on M-28,46.492261,-87.075952,2500,Erethizon,Erethizon dorsatum,Kurt Egan Galbreath,2021,9,15,,33 mm,33,86 mm,86,male,243 mm,243,786 mm,786,9.7 kg,9700
375,1,https://arctos.database.museum/search.cfm?collection_object_id=28758586,bosque near Bosque School,35.096477,-106.687336,1000,Erethizon,Erethizon dorsatum,Bosque Ecosystem Monitoring Program,2013,7,29,,30 mm,30,108 mm,10,male,245 mm,245,930 mm,930,9.65 kg,9650
1118,1,https://arctos.database.museum/search.cfm?collection_object_id=31158765,Sullivan Lake,48.814811,-117.289974,873,Erethizon,Erethizon dorsatum,unknown,1947,6,23,,,,,,male,245.0 mm,245,818 mm,818,9761 g,9761 
291,1,https://arctos.database.museum/search.cfm?collection_object_id=21516832,"Albuquerque, Coors Blvd. at Milne Road, N.W.",35.13138333,-106.7018667,,Erethizon,Erethizon dorsatum,Daniel C. Shaw,2007,3,26,,19 mm,19,110 mm,11,male,211 mm,211,789 mm,789,9390 g,9390 
380,1,https://arctos.database.museum/search.cfm?collection_object_id=28085428,Bowman's Corner,,,,Erethizon,Erethizon dorsatum,unknown,1978,2,25,,,,,,male,,,,,9194 g,9194 
1193,1,https://arctos.database.museum/search.cfm?collection_object_id=28735915,"WA, Pierce or Thurston Co.",46.97317124,-122.4420636,,Erethizon,Erethizon dorsatum,,,,,,38 mm,38,88 mm,88,male,203 mm,203,1103 mm,110,8895 g,8895 
968,1,https://arctos.database.museum/search.cfm?collection_object_id=28085574,Pattee Canyon,46.825234,-113.931632,5309,Erethizon,Erethizon dorsatum,unknown,1972,2,21,,,,,,male,,,,,880 g,880
1198,1,https://arctos.database.museum/search.cfm?collection_object_id=31150380,Wawawai,46.636548,-117.379346,301,Erethizon,Erethizon dorsatum,unknown,2007,8,30,,,,,,male,190.0 mm,190,890 mm,890,8000 g,8000 
816,1,https://arctos.database.museum/search.cfm?collection_object_id=28088668,mouth of Fred Burr Creek,,,,Erethizon,Erethizon dorsatum,unknown,1974,2,18,,34 mm,34,95 mm,95,male,230 mm,230,860.5 mm,860,7945 g,7945 
962,1,https://arctos.database.museum/search.cfm?collection_object_id=27070479,"Otis; Hwy 18, E of Otis",,,,Erethizon,Erethizon dorsatum,Dou-Shuan Yang,2007,6,26,,43 mm,43,86 mm,86,male,96 mm,96 ,722 mm,722,7920 g,7920 
161,1,https://arctos.database.museum/search.cfm?collection_object_id=28694106,"3.7 mi W Beston, Rte 67",,,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2006,12,21,,30 mm,30,95 mm,95,male,200 mm,200,770 mm,770,7300 g,7300 
834,1,https://arctos.database.museum/search.cfm?collection_object_id=23059463,"Near Bosque School, just east of ditch in line with upper school Math and Language Building",35.14391667,-106.6851667,,Erethizon,Erethizon dorsatum,Bosque Ecosystem Monitoring Program,2013,1,15,,35 mm,35,110 mm,11,male,243 mm,243,993 mm,993,7150 g,7150 
1157,1,https://arctos.database.museum/search.cfm?collection_object_id=31671616,Trout Lake,,,,Erethizon,Erethizon dorsatum,,1938,10,31,,,,,,male,254 mm,254,775 mm,775,6591 g,6591 
298,1,https://arctos.database.museum/search.cfm?collection_object_id=21847184,"Albuquerque, W Side of Rio Grande, on Montano Rd E of Winterhaven Rd",35.14825,-106.6835167,,Erethizon,Erethizon dorsatum,Bosque School,2009,6,16,,30 mm,30,110 mm,11,male,160 mm,160,670 mm,670,6300 g,6300 
595,1,https://arctos.database.museum/search.cfm?collection_object_id=21846902,"E of Bosque School, W of Rio Grande, S of Montano Blvd",35.14076667,-106.683,,Erethizon,Erethizon dorsatum,Bosque School,2010,3,16,,25 mm,25,108 mm,10,male,210 mm,210,760 mm,760,6300 g,6300 
1111,1,https://arctos.database.museum/search.cfm?collection_object_id=25979382,"Steese Hwy at MP 58.6, Circle Quad",65.2745,-146.6914,100,Erethizon,Erethizon dorsatum,Jack J. Withrow,2016,6,11,,25 mm,25,85 mm,85,male,140 mm,140,635 mm,635,5864 g,5864 
282,1,https://arctos.database.museum/search.cfm?collection_object_id=21846898,Albuquerque,35.1175461,-106.6101761,12926,Erethizon,Erethizon dorsatum,New Mexico Wildlife Center,2010,10,7,,29 mm,29,90 mm,90,male,180 mm,180,680 mm,680,5600 g,5600 
155,1,https://arctos.database.museum/search.cfm?collection_object_id=32377745,3.5 km NE junction of South FM Rd. 2235 and Knickerbocker Rd.,31.28886,-100.597055,1495,Erethizon,Erethizon dorsatum,Landon C. Webb,2021,2,24,,42 mm,42,100 mm,10,male,205 mm,205,655 mm,655,5545 g,5545 
807,1,https://arctos.database.museum/search.cfm?collection_object_id=33389805,"Montaño Boulevard, east of Coors Boulevard, west of the Rio Grande, east bound lane, south shoulder",35.14772,-106.68257,,Erethizon,Erethizon dorsatum,"Daniel C. Shaw, Bosque School",2024,2,16,,25 mm,25,71 mm,71,male,190 mm,190,750 mm,750,5200 g,5200 
947,1,https://arctos.database.museum/search.cfm?collection_object_id=33389818,"off of bosque ditch trail near Bosque School campus, ""100 Acre Wood"", adjacent to Corrales return drain",35.13895,-106.68755,,Erethizon,Erethizon dorsatum,"Katarine E. Rielage, Bosque School",2025,2,12,,30 mm,30,100 mm,10,male,220 mm,220,770 mm,770,4900 g,4900 
1007,1,https://arctos.database.museum/search.cfm?collection_object_id=31158798,Rice's Bar near Central Ferry,46.626541,-117.818542,301,Erethizon,Erethizon dorsatum,unknown,1948,1,4,,,,,,male,149.0 mm,149.0,592 mm,592,4767 g,4767 
66,1,https://arctos.database.museum/search.cfm?collection_object_id=28095147,15 mi NW of Augusta on F&G Game Range,47.649944,-112.569249,5717,Erethizon,Erethizon dorsatum,unknown,1968,11,16,adt,,,3 in,76.2,male,6 in,152,24 in,609.6,4313 g,4313 
1039,1,https://arctos.database.museum/search.cfm?collection_object_id=31966426,"Sanchez Park, Bosque School",35.1426,-106.68626,,Erethizon,Erethizon dorsatum,Daniel C. Shaw,2021,12,2,,17 mm,17,95 mm,95,male,234 mm,234,907 mm,907,4.4 g,4.4
256,1,https://arctos.database.museum/search.cfm?collection_object_id=32377445,9531 Morrow Avenue NE,35.103445,-106.53802,500,Erethizon,Erethizon dorsatum,unknown,2022,5,12,,9 mm,9 ,51 mm,51,male,79 mm,79 ,297 mm,297,346 g,346
920,1,https://arctos.database.museum/search.cfm?collection_object_id=31671623,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,,1949,12,25,,,,90 mm,90,male,165 mm,165,560 mm,560,2800 g,2800 
370,1,https://arctos.database.museum/search.cfm?collection_object_id=28062072,Bitteroot Foothills; Carlton Cr.,,,,Erethizon,Erethizon dorsatum,unknown,1949,4,10,adult,,,98 mm,98,male,295 mm,295,750 mm,750,24 g,24
751,1,https://arctos.database.museum/search.cfm?collection_object_id=28062917,Lolo near Bitteroot river,,,,Erethizon,Erethizon dorsatum,unknown,1950,2,18,,,,14 mm,14,male,16 mm,16 ,112 mm,112,18.5 g,18.5 
623,1,https://arctos.database.museum/search.cfm?collection_object_id=32877622,"Fox Farm Rd, near Trinidad",41.057995,-124.111774,1113,Erethizon,Erethizon dorsatum,,1982,9,1,,35 mm,35,100 mm,10,male,260 mm,260,760 mm,760,16000 g,16000
485,1,https://arctos.database.museum/search.cfm?collection_object_id=31671625,Crandon,,,,Erethizon,Erethizon dorsatum,,1949,12,24,immature,,,81 mm,81,male,130 mm,130,580 mm,580,1600 g,1600 
250,1,https://arctos.database.museum/search.cfm?collection_object_id=31149842,8 mi NW of Pullman,46.813106,-117.299095,9590,Erethizon,Erethizon dorsatum,unknown,1966,1,12,,,,,,male,225.0 mm,225.0,850 mm,850,11804 g,11804
911,1,https://arctos.database.museum/search.cfm?collection_object_id=28088663,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,unknown,1974,1,,,,,,,male,,,,,11173 g,11173
188,1,https://arctos.database.museum/search.cfm?collection_object_id=31158788,4 mi E Klemgard Park,46.901202,-117.523058,70074,Erethizon,Erethizon dorsatum,unknown,1977,2,15,,,,,,male,130.0 mm,130.0,,,10328 g,10328
20,1,https://arctos.database.museum/search.cfm?collection_object_id=31149518,"10 mi N of Pullman, near Kamiak Butte",46.876043,-117.179616,16508,Erethizon,Erethizon dorsatum,unknown,1977,10,18,,,,,,male,241.0 mm,241.0,879 mm,879,,
143,1,https://arctos.database.museum/search.cfm?collection_object_id=28700096,2 mi SW jct US 67 and Loop 306,,,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2011,9,23,,35 mm,35,100 mm,10,male,205 mm,205,760 mm,760,,
254,1,https://arctos.database.museum/search.cfm?collection_object_id=31148240,8 mi W of Pullman,46.73115,-117.348585,14291,Erethizon,Erethizon dorsatum,unknown,1942,1,6,,,,,,male,200.0 mm,200.0,620 mm,620,,
317,1,https://arctos.database.museum/search.cfm?collection_object_id=44524,"Auke Bay ferry terminal, Juneau, Juneau Quad, Alexander Archipelago",58.35,-134.6833333,1041,Erethizon,Erethizon dorsatum,Curtis J. McNeill,1995,8,25,,18 mm,18,86 mm,86,male,157 mm,157,,,,
330,1,https://arctos.database.museum/search.cfm?collection_object_id=25766901,"Balsam Fir, Eastern Slope, Loveland Pass",39.663598,-105.879178,2204,Erethizon,Erethizon dorsatum,Donald Alexander Spencer,1926,8,5,,,,105 mm,10,male,220 mm,220,760 mm,760,,
428,1,https://arctos.database.museum/search.cfm?collection_object_id=27037657,Chester,42.27,-72.97,8047,Erethizon,Erethizon dorsatum,D. A. Lovejoy,1979,10,4,,20 mm,20,105 mm,10,male,250 mm,250,750 mm,750,,
431,1,https://arctos.database.museum/search.cfm?collection_object_id=31919,"Chilkat Penninsula; 500m W Ansley Is; mouth of unnamed creek, Skagway Quad",59.16666667,-135.3666667,2000,Erethizon,Erethizon dorsatum,C. Tom Seaton,1995,7,10,,,,,,male,235 mm,235,800 mm,800,,
455,1,https://arctos.database.museum/search.cfm?collection_object_id=25984621,"Corrales, 150 Cinco Milagros",35.22764722,-106.6058056,150,Erethizon,Erethizon dorsatum,Joseph A. Cook,2016,7,8,,20 mm,20,62 mm,62,male,120 mm,120,450 mm,450,,
541,1,https://arctos.database.museum/search.cfm?collection_object_id=27044999,Curlew; Deer Creek Pass; 12 mi E,48.8856,-118.3349775,17527,Erethizon,Erethizon dorsatum,William Russell Goodge,1956,6,28,,41 mm,41,110 mm,11,male,220 mm,220,855 mm,855,,
547,1,https://arctos.database.museum/search.cfm?collection_object_id=28062447,Deer Cr. Patte Canyon,,,,Erethizon,Erethizon dorsatum,unknown,1948,10,1,juvenile,,,7 mm,7 ,male,15 mm,15 ,58 mm,58 ,,
599,1,https://arctos.database.museum/search.cfm?collection_object_id=268513,"E slope of Mt. Kathryn, S of Woodchopper Creek, Charley River Quad, Yukon-Charley Rivers National Preserve",65.18877778,-143.5426389,100,Erethizon,Erethizon dorsatum,"Heikki Henttonen, Jukka Niemimaa, Lourdes B. Barrelli",2001,8,1,,2 cm,20,10 cm,10,male,17 cm,170,63 cm,630,,
625,1,https://arctos.database.museum/search.cfm?collection_object_id=27923589,Galena Public Park,,,,Erethizon,Erethizon dorsatum,W. P. Dalbok,1951,3,17,,25 mm,25,50 mm,50,male,120 mm,120,690 mm,690,,
644,1,https://arctos.database.museum/search.cfm?collection_object_id=27045688,Harts Pass; 3 mi E,48.7208,-120.6032847,4574,Erethizon,Erethizon dorsatum,William Russell Goodge,1953,6,20,,,,85 mm,85,male,220 mm,220,694 mm,694,,
692,1,https://arctos.database.museum/search.cfm?collection_object_id=21876624,Jackson Reservoir,40.391525,-104.073256,3500,Erethizon,Erethizon dorsatum,Alfred Marshall Bailey,1941,10,13,,,,90 mm,90,male,240 mm,240,730 mm,730,,
720,1,https://arctos.database.museum/search.cfm?collection_object_id=27045193,Kooskooskie,46.0103,-118.1192,1622,Erethizon,Erethizon dorsatum,,1947,3,30,,13 mm,13,62 mm,62,male,68 mm,68 ,300 mm,300,,
727,1,https://arctos.database.museum/search.cfm?collection_object_id=31671809,Ladysmith,,,,Erethizon,Erethizon dorsatum,,1939,5,8,,,,,,male,203 mm,203,509 mm,509,,
752,1,https://arctos.database.museum/search.cfm?collection_object_id=24127662,Lone Cone Peak,37.88805309,-108.2552898,1000,Erethizon,Erethizon dorsatum,Bernard Eugene Ludeman,1935,7,31,,,,90 mm,90,male,180 mm,180,662 mm,662,,
764,1,https://arctos.database.museum/search.cfm?collection_object_id=28072164,MacGuinness Gulch; approx 17 mi NE of Milltown on Hwy 20,,,,Erethizon,Erethizon dorsatum,unknown,1958,5,16,,27 mm,27,105 mm,10,male,215 mm,215,710 mm,710,,
781,1,https://arctos.database.museum/search.cfm?collection_object_id=21868231,"Medicine Bow Range, North Park",,,,Erethizon,Erethizon dorsatum,H. H. Sheldon,1913,8,26,,,,90 mm,90,male,200 mm,200,646 mm,646,,
813,1,https://arctos.database.museum/search.cfm?collection_object_id=24115119,Mormon Lake (Lower),,,,Erethizon,Erethizon dorsatum,Bernard Eugene Ludeman,1934,4,22,,,,110 mm,11,male,225 mm,225,760 mm,760,,
819,1,https://arctos.database.museum/search.cfm?collection_object_id=61047,Mt. Hayes Quad,63.41666667,-145.5,1041,Erethizon,Erethizon dorsatum,Hans Staaland,1997,6,13,,30 mm,30,101 mm,10,male,160 mm,160,720 mm,720,,
828,1,https://arctos.database.museum/search.cfm?collection_object_id=326053,"Nanushuk River, Chandler Lake Quad, Gates of the Arctic National Park",68.27530556,-150.65675,15,Erethizon,Erethizon dorsatum,"Juha Laakkonen, Jukka Niemimaa, Kyndall Hildebrandt, Melanie Flamme",2002,8,4,,30 mm,30,90 mm,90,male,180 mm,180,615 mm,615,,
832,1,https://arctos.database.museum/search.cfm?collection_object_id=31158641,near Anatone,46.134876,-117.132379,301,Erethizon,Erethizon dorsatum,unknown,1946,5,5,,,,,,male,238.0 mm,238.0,798 mm,798,,
843,1,https://arctos.database.museum/search.cfm?collection_object_id=31657151,"near Peshtigo Preserve, south of river",,,,Erethizon,Erethizon dorsatum,Harland W. Mossman,1938,10,8,immature,,,,,male,191 mm,191,610 mm,610,,
873,1,https://arctos.database.museum/search.cfm?collection_object_id=31657145,north of Bouldar Junction,,,,Erethizon,Erethizon dorsatum,Harland W. Mossman,1938,9,19,,,,,,male,215 mm,215,698 mm,698,,
875,1,https://arctos.database.museum/search.cfm?collection_object_id=31657149,"North of river, near Peshtigo Forest Preserve",,,,Erethizon,Erethizon dorsatum,Harland W. Mossman,1938,10,8,,,,,,male,203 mm,203,686 mm,686,,
878,1,https://arctos.database.museum/search.cfm?collection_object_id=24128462,Norwood (Coventry),38.13055235,-108.2916715,1000,Erethizon,Erethizon dorsatum,Bernard Eugene Ludeman,1935,7,11,,,,100 mm,10,male,218 mm,218,799 mm,799,,
888,1,https://arctos.database.museum/search.cfm?collection_object_id=27105692,No specific locality recorded.,42.06,-72.41,5150,Erethizon,Erethizon dorsatum,D. A. Lovejoy,,,,,30 mm,30,94 mm,94,male,210 mm,210,700 mm,700,,
906,1,https://arctos.database.museum/search.cfm?collection_object_id=31660435,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,Peter R. Morrison,1905,5,14,,,,75 mm,75,male,155 mm,155,620 mm,620,,
