ROW_NUM,NUMBER_RECORDS,LINK,SPEC_LOCALITY,DEC_LAT,DEC_LONG,COORDINATEUNCERTAINTYINMETERS,GENUS,SPECIES,COLLECTORS,YEAR_COLLECTED,MONTH_COLLECTED,DAY_COLLECTED,AGE,EAR_FROM_NOTCH,EAR_LENGTH_MM,HIND_FOOT_WITH_CLAW,HIND_FOOT_W_CLAW_MM,SEX,TAIL_LENGTH,TAIL_LENGTH_MM,TOTAL_LENGTH,TOTAL_LENGTH_MM,WEIGHT,MASS_G
405,1,https://arctos.database.museum/search.cfm?collection_object_id=22508726,"Captive, Anchorage",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1957,2,18,,,,,,female,,,,,15 lb,6803
797,1,https://arctos.database.museum/search.cfm?collection_object_id=22506574,"Mile 53, Seward Highway",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1957,6,28,,,,,,female,,,,,15 lb,6803
787,1,https://arctos.database.museum/search.cfm?collection_object_id=22506744,"Mile 105, Glenn Highway, Anchorage Quad",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1957,7,8,,,,,,female,,,,,14 lb,6350
795,1,https://arctos.database.museum/search.cfm?collection_object_id=22505092,"Mile 48, Seward Highway",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,9,23,,,,,,female,,,,,131 lb,59420
404,1,https://arctos.database.museum/search.cfm?collection_object_id=22496254,"Captive, Anchorage",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,5,6,,,,,,female,,,,,13.5 lb,6123
609,1,https://arctos.database.museum/search.cfm?collection_object_id=22508992,"Fishhook Road, Mile, Anchorage Quad",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1957,3,27,,,,,,female,,,,,13.5 lb,6123
658,1,https://arctos.database.museum/search.cfm?collection_object_id=22499807,Hope Highway,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,7,5,,,,,,female,,,,,13.5 lb,6123
996,1,https://arctos.database.museum/search.cfm?collection_object_id=760152,"quarter mile east of Mushers Hall on Farmers Loop, Fairbanks Quad",64.79375,-147.5781,30,Erethizon,Erethizon dorsatum,Jacob R. Graham,2004,1,7,,3.5 cm,35,8.5 cm,8.,female,13 cm,130,60.5 cm,605,121 lb,54884
84,1,https://arctos.database.museum/search.cfm?collection_object_id=22505094,1 mile above Hope cutoff,60.934721,-149.640278,5755,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,9,23,,,,,,female,,,,,12 lb,5443
799,1,https://arctos.database.museum/search.cfm?collection_object_id=22502251,"Mile 69, Glenn Highway, Anchorage Quad",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1956,6,28,,,,,,female,,,,,12 lb,5443
803,1,https://arctos.database.museum/search.cfm?collection_object_id=22656744,"Mile 95, Glenn Highway",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1959,1,8,,,,,,female,,,,,12 lb,5443
746,1,https://arctos.database.museum/search.cfm?collection_object_id=22663093,Little Susitna River,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1958,12,28,,,,,,female,,,,,11 lb,4989
790,1,https://arctos.database.museum/search.cfm?collection_object_id=22663065,"Mile 115, Glenn Highway",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1957,10,1,,,,,,female,,,,,11 lb,4989
898,1,https://arctos.database.museum/search.cfm?collection_object_id=21884195,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,G. W. Grover,1940,,,,,,,,female,,,31 in,787,10.25 lb,4649
267,2,"https://arctos.database.museum/search.cfm?collection_object_id=22659168,22659210","above Little Susitna River, big rock",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1958,11,1,,,,,,female,,,,,10 lb,4536
661,1,https://arctos.database.museum/search.cfm?collection_object_id=22505096,Hope Road just below cutoff,,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1955,9,23,,,,,,female,,,,,10 lb,4536
1117,1,https://arctos.database.museum/search.cfm?collection_object_id=29986610,"Strasburg, Comanche Creek",39.750833,-104.32,30,Erethizon,Erethizon dorsatum,"Travis F. Harris, Colorado Parks and Wildlife",2021,10,9,,38 mm,38,101 mm,10,female,206 mm,206,742 mm,742,7.92 kg,7920
976,1,https://arctos.database.museum/search.cfm?collection_object_id=31672414,Phelps,,,,Erethizon,Erethizon dorsatum,Robert W. Nero,1948,1,2,,,,,,female,,,,,7.9 kg,7900
142,1,https://arctos.database.museum/search.cfm?collection_object_id=29045781,2 mi SE of Christoval on RR 2084,31.16702,-100.49013,,Erethizon,Erethizon dorsatum,Dan Brown,2009,6,3,,35 mm,35,85 mm,85,female,210 mm,210,770 mm,770,7.4 kg,7400
950,1,https://arctos.database.museum/search.cfm?collection_object_id=27044037,Okanogan; 12 mi W,48.3614,-119.8428097,17629,Erethizon,Erethizon dorsatum,,1980,7,12,,29 mm,29,95 mm,95,female,164 mm,164,651 mm,651,7.27 kg,7270
615,1,https://arctos.database.museum/search.cfm?collection_object_id=27045611,Flagstaff,35.1981,-111.6506,13211,Erethizon,Erethizon dorsatum,James R. Bain,1989,6,30,,,,,,female,,,,,7.11 kg,7110
564,1,https://arctos.database.museum/search.cfm?collection_object_id=28085033,Douglas Creek 1 mi from mouth,,,,Erethizon,Erethizon dorsatum,unknown,1976,2,29,,,,,,female,,,,,7.037 kg,7037
561,1,https://arctos.database.museum/search.cfm?collection_object_id=28821675,"Devils River State Natural Area, Big Satan Unit, Airstrip",29.683813,-101.0016315,,Erethizon,Erethizon dorsatum,Austin B. Osmanski,2013,11,16,,25 mm,25,78 mm,78,female,210 mm,210,620 mm,620,7 kg,7000
656,1,https://arctos.database.museum/search.cfm?collection_object_id=22694532,"Homer Spit, Seldovia Quad",59.61667,-151.45,5,Erethizon,Erethizon dorsatum,Thomas McDonough,2012,7,17,,40 mm,40,92 mm,92,female,155 mm,155,675 mm,675,6.7 kg,6700
667,1,https://arctos.database.museum/search.cfm?collection_object_id=27101631,"Hwy 10, Mile 100",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1982,8,4,,35 mm,35,89 mm,89,female,140 mm,140,270 mm,270,6.5 kg,6500
1191,1,https://arctos.database.museum/search.cfm?collection_object_id=2394091,vicinity of Guadalupita,36.1375,-105.2380556,61,Erethizon,Erethizon dorsatum,,2003,2,17,,,,,,female,,,,,6.5 kg,6500
376,1,https://arctos.database.museum/search.cfm?collection_object_id=28028335,bosque trail near intersection of Coors Blvd. and Montano Road,35.14379,-106.68478,,Erethizon,Erethizon dorsatum,Bosque Ecosystem Monitoring Program,2016,6,8,,16 mm,16,74 mm,74,female,200 mm,200,612 mm,612,6.2 kg,6200
579,1,https://arctos.database.museum/search.cfm?collection_object_id=31128757,"East bound lane of Montano Road, near the Rio Grande River",35.147648,-106.682477,,Erethizon,Erethizon dorsatum,Daniel C. Shaw,2020,12,13,,22 mm,22,95 mm,95,female,200 mm,200,820 mm,820,6 kg,6000
627,1,https://arctos.database.museum/search.cfm?collection_object_id=22821968,"Glacier Highway North of Auke Bay, Juneau Quad, Alaska, USA, Juneau Quad, Alexander Archipelago",58.40695,-134.75546,,Erethizon,Erethizon dorsatum,Link E. Olson,2013,7,18,,22 mm,22,82 mm,82,female,216 mm,216,764 mm,764,6 kg,6000
732,1,https://arctos.database.museum/search.cfm?collection_object_id=30002084,Lask Nasworthy Area - Red Bluff Road,31.391807,-100.509637,10,Erethizon,Erethizon dorsatum,Michael T. Dixon,2015,8,21,,39 mm,39,91 mm,91,female,206 mm,206,730 mm,730,5.7 kg,5700
465,1,https://arctos.database.museum/search.cfm?collection_object_id=31671325,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1949,,,,,,,,female,,,,,5.7 kg,5700
231,1,https://arctos.database.museum/search.cfm?collection_object_id=2349483,7.2 mi s of Tijeras Hwy 337,,,,Erethizon,Erethizon dorsatum,Jerry W. Dragoo,1998,4,30,,25 mm,25,75 mm,75,female,160 mm,160,445 mm,445,5.6 kg,5600
262,1,https://arctos.database.museum/search.cfm?collection_object_id=28670784,"9 mi S, 5.5 mi W San Angelo",31.332946,-100.530132,5000,Erethizon,Erethizon dorsatum,unknown,1997,12,9,,,,,,female,,,640 mm,640,5.5 kg,5500
464,1,https://arctos.database.museum/search.cfm?collection_object_id=31671322,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1949,9,21,,,,,,female,,,,,5.5 kg,5500
1108,1,https://arctos.database.museum/search.cfm?collection_object_id=67863,"Standard Creek Rd., Standard Creek, Fairbanks Quad",64.80861111,-148.5705556,,Erethizon,Erethizon dorsatum,"Dusty L. McDonald, Patrick W. Cotter",2000,5,25,young adult,41 mm,41,75 mm,75,female,161 mm,161,693 mm,693,5.3 kg,5300
320,1,https://arctos.database.museum/search.cfm?collection_object_id=31661270,"Babcock, Sandhill Wildlife Area",,,,Erethizon,Erethizon dorsatum,Richard P. Thiel,2004,9,9,,30 mm,30,88 mm,88,female,175 mm,175,615 mm,615,5.2 kg,5200
340,1,https://arctos.database.museum/search.cfm?collection_object_id=21512278,"Belen, Along Rio Grande, at intersection of River Road and N.M. Route 47/6",,,,Erethizon,Erethizon dorsatum,Valerie Seymour,2006,10,12,,22 mm,22,81 mm,81,female,205 mm,205,632 mm,632,5.1 kg,5100
513,1,https://arctos.database.museum/search.cfm?collection_object_id=31671549,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,6,20,,,,,,female,,,,,5 kg,5000
202,1,https://arctos.database.museum/search.cfm?collection_object_id=260184,"5 km E of Asik Mountain, Noatak Quad, Noatak National Preserve",67.47333333,-162.2233333,100,Erethizon,Erethizon dorsatum,"Vadim B. Fedorov, Alexey Fedorov, Eric C. Waltari, Brent Wagner",2001,7,30,,24 mm,24,80 mm,80,female,125 mm,125,595 mm,595,4.8 kg,4800
1029,1,https://arctos.database.museum/search.cfm?collection_object_id=30152116,"San Angelo, Arden Road near Hunters Glen Road",31.448581,-100.508357,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2016,4,28,,34 mm,34,85 mm,85,female,160 mm,160,660 mm,660,4.795 kg,4795
1030,1,https://arctos.database.museum/search.cfm?collection_object_id=30002151,"San Angelo, Avenue N and St. Lukes Church",31.443737,-100.470532,336,Erethizon,Erethizon dorsatum,Robert C. Dowler,2017,9,30,,37 mm,37,90 mm,90,female,158 mm,158,700 mm,700,4.6 kg,4600
1180,1,https://arctos.database.museum/search.cfm?collection_object_id=30230830,US 67 Sw of 915,31.198,-100.869,,Erethizon,Erethizon dorsatum,Krysta D. Demere,2020,7,3,,25 mm,25,80 mm,80,female,160 mm,160,540 mm,540,4.4 kg,4400
279,1,https://arctos.database.museum/search.cfm?collection_object_id=28554808,Albuquerque,35.084491,-106.651137,23005,Erethizon,Erethizon dorsatum,"Wildlife Rescue, Inc. of New Mexico",2016,8,30,,23 mm,23,74 mm,74,female,170 mm,170,649 mm,649,4 kg,4000
958,1,https://arctos.database.museum/search.cfm?collection_object_id=29045879,On Road,31.3244,-100.64032,,Erethizon,Erethizon dorsatum,Wesley A. Brashear,2012,5,17,,35 mm,35,950 mm,95,female,170 mm,170,560 mm,560,4 kg,4000
1028,1,https://arctos.database.museum/search.cfm?collection_object_id=29045664,"San angelo, 2004 Douglas",31.440584,-100.47099,,Erethizon,Erethizon dorsatum,Wesley A. Brashear,2013,7,25,,28 mm,28,85 mm,85,female,205 mm,205,580 mm,580,4 kg,4000
35,1,https://arctos.database.museum/search.cfm?collection_object_id=28820190,"1.25 mi S, 1.125 mi E San Angelo, Sellers St. and Hobbs St.",31.442475,-100.417678,,Erethizon,Erethizon dorsatum,Terry C. Maxwell,1999,10,16,,21 mm,21,198 mm,19,female,165 mm,165,614 mm,614,3.75 kg,3750
768,1,https://arctos.database.museum/search.cfm?collection_object_id=27046192,Malheur National Wildlife Refuge,43.2658,-118.8431,50870,Erethizon,Erethizon dorsatum,,,,,,30 mm,30,71 mm,71,female,154 mm,154,579 mm,579,3.64 kg,3640
169,1,https://arctos.database.museum/search.cfm?collection_object_id=28670769,"3 mi N, 2 mi W Mereta",31.500479,-100.174606,2000,Erethizon,Erethizon dorsatum,Marcus D. King,1992,6,13,,,,,,female,,,531 mm,531,3.6 kg,3600
163,1,https://arctos.database.museum/search.cfm?collection_object_id=29045881,"3.9 mi S of Christoval Hwy 277, 31.13786, -100.51330",31.13786,-100.5133,,Erethizon,Erethizon dorsatum,Adam W. Ferguson,2007,10,7,,25 mm,25,76 mm,76,female,115 mm,115,460 mm,460,2.9 kg,2900
1179,1,https://arctos.database.museum/search.cfm?collection_object_id=28821688,"US 277, 2.4 mi N entrance Goodyear Proving Grounds, rest area",31.64101,-100.34089,,Erethizon,Erethizon dorsatum,Robert C. Dowler,2014,9,14,,15 mm,15,70 mm,70,female,140 mm,140,580 mm,580,2.83 kg,2830
672,1,https://arctos.database.museum/search.cfm?collection_object_id=2346397,Hwy 44 COR 1 1/2 mi NW of Bernalillo,,,,Erethizon,Erethizon dorsatum,Cosmos Zane Dohner,1999,8,22,,25 mm,25,67 mm,67,female,190 mm,190,551 mm,551,2.8 kg,2800
225,1,https://arctos.database.museum/search.cfm?collection_object_id=28820099,6 mi N El Dorado,30.94727,-100.60093,,Erethizon,Erethizon dorsatum,Jennifer D. Johnson,1989,7,26,,,,80 mm,80,female,132 mm,132,610 mm,610,2.5 kg,2500
1186,1,https://arctos.database.museum/search.cfm?collection_object_id=29045882,"Val Verde, Devils River State Natural Area, Big Satan Unit, Airstrip",29.74367517,-100.9704288,,Erethizon,Erethizon dorsatum,Clint N. Morgan,2013,8,11,,16 mm,16,69 mm,69,female,135 mm,135,490 mm,490,2.5 kg,2500
170,1,https://arctos.database.museum/search.cfm?collection_object_id=28823197,"3 mi N, 2 mi W Round Mountain, EE Ranch, house",30.47513,-98.378432,,Erethizon,Erethizon dorsatum,Carla E. Ebeling,2004,9,,,16 mm,16,67 mm,67,female,150 mm,150,507 mm,507,2.36 kg,2360
991,1,https://arctos.database.museum/search.cfm?collection_object_id=27046231,Princeton; Malheur National Wildlife Refuge,43.2467,-118.5767,14,Erethizon,Erethizon dorsatum,,1987,4,15,,25 mm,25,111 mm,11,female,215 mm,215,750 mm,750,15.91 kg,15910
956,1,https://arctos.database.museum/search.cfm?collection_object_id=24128487,"on Hwy 50, north off Wells Gulch Rd, approx. 10 km N of Delta/Montrose County line, 5280 ft elev.",38.8121,-108.2936,,Erethizon,Erethizon dorsatum,Melissa Reed-Eckert,2008,10,4,,,,80 mm,80,female,180 mm,180,620 mm,620,11 kg,11000
307,1,https://arctos.database.museum/search.cfm?collection_object_id=21850446,"Anchorage area, Anchorage Quad",,,,Erethizon,Erethizon dorsatum,Robert L. Rausch,1951,10,15,,,,,,female,,,,,9 lb,4082
521,1,https://arctos.database.museum/search.cfm?collection_object_id=31671443,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,9,11,immature,,,,,female,100 mm,100,400 mm,400,900 g,900
756,1,https://arctos.database.museum/search.cfm?collection_object_id=33389795,"Los Ranchos, near intersection of Rio Grande Boulevard NW and Rio Grnade Lane NW",35.14499,-106.66577,,Erethizon,Erethizon dorsatum,Bosque School,2024,5,25,,23 mm,23,74 mm,74,female,224 mm,224,802 mm,802,8800 g,8800 
590,1,https://arctos.database.museum/search.cfm?collection_object_id=27114100,"Ellensburg; 1mi S of I-90, I-82 Manastash Ridge",46.956,-120.508,,Erethizon,Erethizon dorsatum,,2008,10,26,,28 mm,28,92 mm,92,female,204 mm,204,834 mm,834,8125 g,8125 
473,1,https://arctos.database.museum/search.cfm?collection_object_id=31671360,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1950,8,8,immature,,,,,female,,,,,805 g,805
886,1,https://arctos.database.museum/search.cfm?collection_object_id=28700093,No specific locality recorded.,31.40586,-100.571258,68813,Erethizon,Erethizon dorsatum,John W. Dorsett,2010,3,26,,33 mm,33,70 mm,70,female,155 mm,155,765 mm,765,7600 g,7600 
829,1,https://arctos.database.museum/search.cfm?collection_object_id=28086461,Nat's Wildlife Refuge,,,,Erethizon,Erethizon dorsatum,unknown,1976,3,6,,,,,,female,,,,,6921 g,6921 
223,1,https://arctos.database.museum/search.cfm?collection_object_id=28673764,"6 mi N, 13 mi W San Angelo, Encino Ranch",,,,Erethizon,Erethizon dorsatum,Jason B. Frost,1998,5,1,,,,,,female,,,709 mm,709,6500 g,6500 
620,1,https://arctos.database.museum/search.cfm?collection_object_id=31220376,Found dead on side of road in Sinlahekin Wildlife Area,48.548712,-119.740856,113140,Erethizon,Erethizon dorsatum,unknown,2016,2,12,,,,,,female,183.0 mm,183.0,729 mm,729,6460 g,6460 
499,1,https://arctos.database.museum/search.cfm?collection_object_id=31671422,Crandon,,,,Erethizon,Erethizon dorsatum,,1952,1,8,,,,93 mm,93,female,160 mm,160,610 mm,610,6200 g,6200 
805,1,https://arctos.database.museum/search.cfm?collection_object_id=31148751,Minnie Falls on CrabCreek,47.576216,-118.418729,69221,Erethizon,Erethizon dorsatum,unknown,1949,5,20,,,,,,female,96.0 mm,96.,314 mm,314,602 g,602
1209,1,https://arctos.database.museum/search.cfm?collection_object_id=31158598,"Williams Creek, 5 mi S. Mt. Mine Camp",42.875934,-116.929353,210,Erethizon,Erethizon dorsatum,unknown,1951,8,30,,,,,,female,260.0 mm,260,730 mm,730,6016 g,6016 
447,1,https://arctos.database.museum/search.cfm?collection_object_id=2014209,Collins Park @ Windmill,33.642279,-108.470337,3054,Erethizon,Erethizon dorsatum,Jennifer K. Frey,1995,7,14,,36 mm,36,100 mm,10,female,210 mm,210,580 mm,580,5850 g,5850 
638,1,https://arctos.database.museum/search.cfm?collection_object_id=31158753,"Gypsy Meadows, Colville National Forest",48.776888,-117.23045,1204,Erethizon,Erethizon dorsatum,unknown,1947,7,4,,,,,,female,185.0 mm,185.0,645 mm,645,5788 g,5788 
497,1,https://arctos.database.museum/search.cfm?collection_object_id=31671433,Crandon,,,,Erethizon,Erethizon dorsatum,,1952,1,8,,,,90 mm,90,female,140 mm,140,610 mm,610,5700 g,5700 
526,1,https://arctos.database.museum/search.cfm?collection_object_id=31671565,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,10,29,,,,,,female,200 mm,200,690 mm,690,5500 g,5500 
1190,1,https://arctos.database.museum/search.cfm?collection_object_id=21371638,Vicinity of Espanola,36.00448,-106.07541,10047,Erethizon,Erethizon dorsatum,New Mexico Wildlife Center,2007,10,14,,32 mm,32,93 mm,93,female,181 mm,181,640 mm,640,545 g,545
504,1,https://arctos.database.museum/search.cfm?collection_object_id=31671528,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,4,25,,,,90 mm,90,female,200 mm,200,660 mm,660,5300 g,5300 
343,1,https://arctos.database.museum/search.cfm?collection_object_id=22876083,"Bernallio County, Albuquerque, Montano Boulevard, just east of Rio Grande Boulevard",35.14421667,-106.6720667,,Erethizon,Erethizon dorsatum,"Daniel C. Shaw, Bosque Ecosystem Monitoring Program",2013,1,8,,25 mm,25,55 mm,55,female,75 mm,75 ,310 mm,310,530 g,530
490,1,https://arctos.database.museum/search.cfm?collection_object_id=31671454,Crandon,,,,Erethizon,Erethizon dorsatum,,1951,1,10,,,,90 mm,90,female,180 mm,180,660 mm,660,5200 g,5200 
1217,1,https://arctos.database.museum/search.cfm?collection_object_id=31671524,Woodruff,,,,Erethizon,Erethizon dorsatum,,1953,11,24,,,,90 mm,90,female,220 mm,220,690 mm,690,5200 g,5200 
182,1,https://arctos.database.museum/search.cfm?collection_object_id=28694108,"4.2 mi N county line, US 277",31.14455,-100.5133,100,Erethizon,Erethizon dorsatum,Robert C. Dowler,2009,3,8,,23 mm,23,76 mm,76,female,165 mm,165,693 mm,693,5100 g,5100 
1075,1,https://arctos.database.museum/search.cfm?collection_object_id=267775,"Slavens Cabin, Coal Creek, Yukon River, Charley River Quad, Yukon-Charley Rivers National Preserve",65.35073333,-143.1225167,500,Erethizon,Erethizon dorsatum,"Stephen O. MacDonald, Anatoly N. Lazutkin, Andrew J. Lynch, Sarah Runck",2001,8,6,,23 mm,23,90 mm,90,female,156 mm,156,644 mm,644,5100 g,5100 
885,1,https://arctos.database.museum/search.cfm?collection_object_id=28700094,No specific locality recorded.,31.40586,-100.571258,68813,Erethizon,Erethizon dorsatum,John W. Dorsett,2010,3,18,,23 mm,23,70 mm,70,female,160 mm,160,720 mm,720,5000 g,5000 
867,1,https://arctos.database.museum/search.cfm?collection_object_id=31671515,northern Wisconsin,,,,Erethizon,Erethizon dorsatum,,1953,3,4,,,,,,female,,,,,5000 g,5000 
344,1,https://arctos.database.museum/search.cfm?collection_object_id=22876080,"Bernallio County, Albuquerque, Montano Boulevard. just east of Rio Grande Boulevard",35.14421667,-106.6720667,,Erethizon,Erethizon dorsatum,"Daniel C. Shaw, Bosque Ecosystem Monitoring Program",2011,6,1,,35 mm,35,98 mm,98,female,120 mm,120,580 mm,580,5.5 g,5.5
905,1,https://arctos.database.museum/search.cfm?collection_object_id=22876274,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,New Mexico Wildlife Center,,10,24,,35 mm,35,80 mm,80,female,220 mm,220,650 mm,650,5 g,5
1006,1,https://arctos.database.museum/search.cfm?collection_object_id=31671409,Rhinelander,,,,Erethizon,Erethizon dorsatum,,1952,1,8,,,,85 mm,85,female,170 mm,170,600 mm,600,4900 g,4900 
498,1,https://arctos.database.museum/search.cfm?collection_object_id=31671427,Crandon,,,,Erethizon,Erethizon dorsatum,,1952,1,8,,,,90 mm,90,female,175 mm,175,590 mm,590,4850 g,4850 
33,1,https://arctos.database.museum/search.cfm?collection_object_id=31226083,"1202 Staley Rd, 4.5 mi S of Pullman",46.666129,-117.179616,9431,Erethizon,Erethizon dorsatum,unknown,2007,8,23,,,,,,female,440.0 mm,440.0,550 mm,550,4800 g,4800 
478,1,https://arctos.database.museum/search.cfm?collection_object_id=31671328,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1950,11,9,,,,95 mm,95,female,160 mm,160,600 mm,600,4800 g,4800 
1079,1,https://arctos.database.museum/search.cfm?collection_object_id=31149515,Smoot Hill Biological Preserve,46.81822,-117.237953,1807,Erethizon,Erethizon dorsatum,unknown,1985,12,9,,,,,,female,110.0 mm,110.0,570 mm,570,4800 g,4800 
477,1,https://arctos.database.museum/search.cfm?collection_object_id=31671354,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1950,11,7,,,,70 mm,70,female,170 mm,170,630 mm,630,4700 g,4700 
495,1,https://arctos.database.museum/search.cfm?collection_object_id=31671438,Crandon,,,,Erethizon,Erethizon dorsatum,,1951,11,20,,,,85 mm,85,female,160 mm,160,600 mm,600,4700 g,4700 
765,1,https://arctos.database.museum/search.cfm?collection_object_id=31671536,"Madison, Unversity of Wisconsin campus, Science Hall",,,,Erethizon,Erethizon dorsatum,,1956,5,9,immature,,,57 mm,57,female,85 mm,85 ,320 mm,320,4700 g,4700 
3,1,https://arctos.database.museum/search.cfm?collection_object_id=31149513,0.25 mi W of Shawnee on 4 Mile Road,46.824054,-117.276577,519,Erethizon,Erethizon dorsatum,unknown,1981,10,20,,,,,,female,190.0 mm,190.0,640 mm,640,4650 g,4650 
480,1,https://arctos.database.museum/search.cfm?collection_object_id=31671368,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1951,1,4,,,,90 mm,90,female,190 mm,190,630 mm,630,4600 g,4600 
486,1,https://arctos.database.museum/search.cfm?collection_object_id=31671403,Crandon,,,,Erethizon,Erethizon dorsatum,,1950,11,10,,,,85 mm,85,female,200 mm,200,640 mm,640,4600 g,4600 
524,1,https://arctos.database.museum/search.cfm?collection_object_id=31671572,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,10,2,,,,,,female,200 mm,200,670 mm,670,4600 g,4600 
894,1,https://arctos.database.museum/search.cfm?collection_object_id=31650506,No specific locality recorded.,,,,Erethizon,Erethizon dorsatum,Archie S. Mossman,1953,4,24,yearling,,,85 mm,85,female,,,620 mm,620,4600 g,4600 
496,1,https://arctos.database.museum/search.cfm?collection_object_id=31671396,Crandon,,,,Erethizon,Erethizon dorsatum,,1951,11,20,,,,95 mm,95,female,160 mm,160,590 mm,590,4500 g,4500 
519,1,https://arctos.database.museum/search.cfm?collection_object_id=31671567,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,9,6,,,,,,female,200 mm,200,650 mm,650,4400 g,4400 
870,1,https://arctos.database.museum/search.cfm?collection_object_id=31671513,northern Wisconsin (?),,,,Erethizon,Erethizon dorsatum,,1953,5,8,,,,,,female,,,,,4400 g,4400 
36,1,https://arctos.database.museum/search.cfm?collection_object_id=31643336,"12918 19th Ave Ct. S, Tacoma",47.139745,-122.463359,,Erethizon,Erethizon dorsatum,Puget Sound WildCare,2016,9,2,,35 mm,35,110 mm,11,female,270 mm,270,880 mm,880,4306 g,4306 
502,1,https://arctos.database.museum/search.cfm?collection_object_id=31671463,Crandon,,,,Erethizon,Erethizon dorsatum,,1952,4,1,,,,95 mm,95,female,160 mm,160,630 mm,630,4250 g,4250 
494,1,https://arctos.database.museum/search.cfm?collection_object_id=31671414,Crandon,,,,Erethizon,Erethizon dorsatum,,1951,7,26,,,,90 mm,90,female,170 mm,170,570 mm,570,4200 g,4200 
296,1,https://arctos.database.museum/search.cfm?collection_object_id=21897572,"Albuquerque, North of Central Ave., in Rio Grande Bosque",35.07577778,-106.6708611,,Erethizon,Erethizon dorsatum,Will Widener,2010,4,12,,21 mm,21,41 mm,41,female,82 mm,82 ,300 mm,300,420 g,420
512,1,https://arctos.database.museum/search.cfm?collection_object_id=31671533,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,6,7,,,,,,female,220 mm,220,685 mm,685,4100 g,4100 
869,1,https://arctos.database.museum/search.cfm?collection_object_id=31671520,northern Wisconsin,,,,Erethizon,Erethizon dorsatum,,1953,3,10,,,,100 mm,10,female,190 mm,190,660 mm,660,4100 g,4100 
466,1,https://arctos.database.museum/search.cfm?collection_object_id=31671342,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1950,1,20,,,,85 mm,85,female,200 mm,200,680 mm,680,4000 g,4000 
479,1,https://arctos.database.museum/search.cfm?collection_object_id=31671373,Crandon,45.56666667,-88.9,,Erethizon,Erethizon dorsatum,,1950,11,15,,,,90 mm,90,female,160 mm,160,600 mm,600,4000 g,4000 
511,1,https://arctos.database.museum/search.cfm?collection_object_id=31671544,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,6,4,,,,,,female,195 mm,195,730 mm,730,4000 g,4000 
1192,1,https://arctos.database.museum/search.cfm?collection_object_id=28735701,"WA, Pierce Co., Fort Lewis",47.13731915,-122.502843,,Erethizon,Erethizon dorsatum,,2016,9,11,,30 mm,30,78 mm,78,female,212 mm,212,662 mm,662,4000 g,4000 
90,1,https://arctos.database.museum/search.cfm?collection_object_id=31158805,1 mi NE Clearwater Guard Station,47.587815,-124.279463,2123,Erethizon,Erethizon dorsatum,unknown,1957,5,19,,,,,,female,67.0 mm,67,259 mm,259,396 g,396
603,1,https://arctos.database.museum/search.cfm?collection_object_id=31661280,Fifield,,,,Erethizon,Erethizon dorsatum,,1951,2,9,,,,90 mm,90,female,180 mm,180,620 mm,620,3950 g,3950 
520,1,https://arctos.database.museum/search.cfm?collection_object_id=31671589,Crandon,,,,Erethizon,Erethizon dorsatum,,1956,9,6,,,,,,female,200 mm,200,670 mm,670,3900 g,3900 
1196,1,https://arctos.database.museum/search.cfm?collection_object_id=31147750,Wawawai,46.636548,-117.379346,301,Erethizon,Erethizon dorsatum,unknown,1951,2,25,,,,,,female,68.0 mm,68.,279 mm,279,380.7 g,380.7
